Wine	store_sku	catalogid	csize	pos_qty	web_qty	web_cost	cprice	surcharge	aipo	ppo	min_price	manual_price	web_markup	fcase_price	fbot_cost	pos_cost	xf_bot_cost	splitcase_charge	cost_diff	bot_per_case	xf_bot_per_case	Wholesaler	minimumquantity	hide	avail_code
Roagna Barbaresco Montefico	91175	725296	1.5Ltr	0	0	158.1700	194.7400	5	NULL	NULL	0.0000	0.0000	0.23	949	158.17	158.1700	158.1700	0.0000	0.00	6	6	POLA	NULL	0	2
Chateau Smith Haut Lafitte Pessac Leognan	103633	739375	750ml	0	0	158.4200	189.9400		NULL	NULL	0.0000	0.0000	0.20	1895.00	157.92	158.4200	157.9200	0.5000	0.00	12	12	TOUT	NULL	0	2
Taylor Fladgate Porto Vintage	114139	750195	750ml	0	0	158.8300	190.5400		NULL	NULL	0.0000	0.0000	0.20	1900.00	158.33	158.8300	158.3300	0.5000	0.00	12	12	TOUT	NULL	0	2
Krug Champagne Grand Cuvee Brut	34589	431000	750ml	0	0	159.4900	191.3400		NULL	NULL	0.0000	0.0000	0.20	935.94	155.99	159.4900	155.9900	3.5000	0.00	6	6	COLONY COLONY EMNREG EMNREG	NULL	0	2
M. Chapoutier Ermitage Le Meal Blanc	118052	754229	750ml	0	0	159.5000	191.3400		NULL	NULL	0.0000	0.0000	0.20	936.00	156	159.5000	156.0000	3.5000	0.00	6	6	COLONY	NULL	0	2
Ceretto Barolo Brunate Bricco Rocche	118899	755126	1.5Ltr	0	0	160.7600	197.8400	5	NULL	NULL	0.0000	0.0000	0.23	480.30	160.1	160.7600	160.1000	0.6600	0.00	3	3	WINBOW	NULL	0	2
Ceretto Barolo Brunate Bricco Rocche	118926	755153	1.5Ltr	0	0	160.7600	197.8400	5	NULL	NULL	0.0000	0.0000	0.23	480.30	160.1	160.7600	160.1000	0.6600	0.00	3	3	WINBOW	NULL	0	2
Avignonesi Vin Santo Di Montepulciano	117962	754139	375ml	0	0	160.9000	192.9400		NULL	NULL	0.0000	0.0000	0.20	480.00	160	160.9000	160.0000	0.9000	0.00	3	3	MSCOTT	NULL	0	2
Errazuriz Carmenere Kai	117114	753257	750ml	0	0	160.9000	192.9400		NULL	NULL	0.0000	0.0000	0.20	960.00	160	160.9000	160.0000	0.9000	0.00	6	6	MSCOTT	NULL	0	2
Chateau De Puligny-Montrachet Chevalier Montrachet	91204	725406	750ml	0	0	160.9000	192.9400		NULL	NULL	0.0000	0.0000	0.20	1920.00	160	160.9000	160.0000	0.9000	0.00	12	12	MSCOTT	NULL	0	2
Perrier-Jouet Champagne Cuvee Belle Epoque	110948	746865	750ml	0	0	161.6000	193.8400		NULL	NULL	0.0000	0.0000	0.20	960.00	160	161.6000	160.0000	1.6000	0.00	6	6	SWS SWS	NULL	0	2
Mas De Daumas Gassac Cuvee Emile Peynaud	115922	752014	750ml	0	0	162.0000	194.3400		NULL	NULL	0.0000	0.0000	0.20	162	162	162.0000	162.0000	0.0000	0.00	1	1	POLA	NULL	0	2
Louis Latour Chambertin Cuvee Heritiers Latour	55129	452544	750ml	0	0	163.0000	195.5400		NULL	NULL	0.0000	0.0000	0.20	1950.00	162.5	163.0000	162.5000	0.5000	0.00	12	12	TOUT	NULL	0	2
Chateau Bahans Haut-Brion Pessac Leognan	54651	452065	750ml	0	0	163.0000	195.5400		NULL	NULL	0.0000	0.0000	0.20	1950.00	162.5	163.0000	162.5000	0.5000	0.00	12	12	TOUT	NULL	0	2
Numanthia Termanthia	101342	737076	750ml	0	0	163.4900	195.9400		NULL	NULL	0.0000	0.0000	0.20	959.96	159.99	163.4900	159.9900	3.5000	0.00	6	6	COLONY EMNREG	NULL	0	2
Tenuta Dell'ornellaia Ornellaia Bolgheri	119229	755453	750ml	0	0	163.5000	195.9400		NULL	NULL	0.0000	0.0000	0.20	960.00	160	163.5000	160.0000	3.5000	0.00	6	6	COLONY	NULL	0	2
Tenuta Dell'ornellaia Ornellaia Bolgheri	108882	744769	750ml	0	0	163.5000	195.9400		NULL	NULL	0.0000	0.0000	0.20	960.00	160	163.5000	160.0000	3.5000	0.00	6	6	COLONY	NULL	0	2
Chateau Chasse Spleen Moulis	54950	452364	1.5Ltr	0	0	163.6700	201.3400	5	NULL	NULL	0.0000	0.0000	0.23	979.00	163.17	163.6700	163.1700	0.5000	0.00	6	6	TOUT	NULL	0	2
Chateau D'armailhac Pauillac	88753	722064	1.5Ltr	0	0	165.3300	203.3400	5	NULL	NULL	0.0000	0.0000	0.23	989.00	164.83	165.3300	164.8300	0.5000	0.00	6	6	TOUT	NULL	0	2
Bruno Paillard Champagne Nec Plus Ultra	107821	743677	750ml	0	0	166.2300	199.4400		NULL	NULL	0.0000	0.0000	0.20	496.00	165.33	166.2300	165.3300	0.9000	0.00	3	3	MSCOTT	NULL	0	2
Pavillon Rouge Margaux	99403	735179	750ml	0	0	166.3300	199.5400		NULL	NULL	0.0000	0.0000	0.20	995.00	165.83	166.3300	165.8300	0.5000	0.00	6	6	TOUT	NULL	0	2
Pavillon Rouge Margaux	99402	735178	750ml	0	0	166.7500	199.9400		NULL	NULL	0.0000	0.0000	0.20	1995.00	166.25	166.7500	166.2500	0.5000	0.00	12	12	TOUT	NULL	0	2
Chateau Lynch Bages Pauillac	60124	459190	750ml	0	0	167.0800	200.4400		NULL	NULL	0.0000	0.0000	0.20	1999.00	166.58	167.0800	166.5800	0.5000	0.00	12	12	TOUT	NULL	0	2
Chateau Figeac St. Emilion	88307	721168	750ml	0	0	167.0800	200.4400		NULL	NULL	0.0000	0.0000	0.20	1999.00	166.58	167.0800	166.5800	0.5000	0.00	12	12	TOUT	NULL	0	2
Valdespino Amontillado Vors Coliseo	103609	739342	375ml	0	0	168.0000	201.5400		NULL	NULL	0.0000	0.0000	0.20	1008	168	168.0000	168.0000	0.0000	0.00	6	6	POLA	NULL	0	2
Angelo Gaja Barbaresco	114657	750718	750ml	0	0	168.0000	201.5400		NULL	NULL	0.0000	0.0000	0.20	987.00	164.5	168.0000	164.5000	3.5000	0.00	6	6	COLONY	NULL	0	2
Stag's Leap Wine Cellars Cabernet Sauvignon Cask 23	110488	746400	750ml	0	0	168.2700	201.8400		NULL	NULL	0.0000	0.0000	0.20	1000.00	166.67	164.5000	166.6700	1.6000	0.00	6	6	SWS	0	0	2
Chateau Ferriere Margaux	56682	454102	1.5Ltr	0	0	169.6700	208.5400	5	NULL	NULL	0.0000	0.0000	0.23	1015.00	169.17	169.6700	169.1700	0.5000	0.00	6	6	TOUT	NULL	0	2
Bertani Amarone Della Valpolicella	114826	750890	750ml	0	0	170.0000	203.9400		NULL	NULL	0.0000	0.0000	0.20	170.00	170	170.0000	170.0000	0.0000	0.00	1	1	SWS	NULL	0	2
Chateau Malartic Lagraviere Pessac-Leognan	88537	721634	1.5Ltr	0	0	171.3300	210.5400	5	NULL	NULL	0.0000	0.0000	0.23	1025.00	170.83	171.3300	170.8300	0.5000	0.00	6	6	TOUT	NULL	0	2
Taylor Fladgate Porto 40 Year Old Tawny 40 Yr Old	26207	420484	750ml	0	0	171.9900	206.3400		NULL	NULL	0.0000	0.0000	0.20	2042.88	170.24	171.9900	170.2400	1.7500	0.00	12	12	COLONY	NULL	0	2
Sine Qua Non Mr. K The Strawman	1531	749119	375ml	1	1	174.0000	199.9400		NULL	NULL	0.0000	199.9400	0.15	0.0000	NULL	174.0000	NULL	NULL	0.00	0	NULL		NULL	0	1
Catena Zapata Nicolas Catena Zapata	108598	744485	1.5Ltr	0	0	174.3000	213.9400	5	NULL	NULL	0.0000	0.0000	0.23	174.30	174.3	174.3000	174.3000	0.0000	0.00	1	1	WINBOW	NULL	0	2
Catena Zapata Malbec Argentino	118891	755118	1.5Ltr	0	0	174.3000	213.9400	5	NULL	NULL	0.0000	0.0000	0.23	174.30	174.3	174.3000	174.3000	0.0000	0.00	1	1	WINBOW	NULL	0	2
Chateau Calon Segur St. Estephe	77315	705833	750ml	0	0	174.5800	209.4400		NULL	NULL	0.0000	0.0000	0.20	2089.00	174.08	174.5800	174.0800	0.5000	0.00	12	12	TOUT	NULL	0	2
Suzuki Shuzoten Hideyoshi Flying Pegasus Koshu Daigi	46126	443217	720ml	0	0	174.6600	209.5400		NULL	NULL	0.0000	0.0000	0.20	1040.00	174	174.6600	174.0000	0.6600	0.00	6	6	WINBOW	NULL	0	2
Fontaine-Gagnard Criots-Batard-Montrachet Gc	107498	743353	750ml	0	0	175.0000	209.9400		NULL	NULL	0.0000	0.0000	0.20	2100	175	175.0000	175.0000	0.0000	0.00	12	12	POLA	NULL	0	2
Dow Vintage Port	56570	453990	750ml	0	0	176.7500	211.9400		NULL	NULL	0.0000	0.0000	0.20	2115.00	176.25	176.7500	176.2500	0.5000	0.00	12	12	TOUT	NULL	0	2
Chateau Boyd-Cantenac Margaux	88577	721674	1.5Ltr	0	0	177.0000	217.3400	5	NULL	NULL	0.0000	0.0000	0.23	1059.00	176.5	177.0000	176.5000	0.5000	0.00	6	6	TOUT	NULL	0	2
Duckhorn The Discussion Estate Grown	86663	718735	1.5Ltr	0	0	177.6000	217.9400	5	NULL	NULL	0.0000	0.0000	0.23	1056.00	176	177.6000	176.0000	1.6000	0.00	6	6	LAUBER	NULL	0	2
Louis Latour Latricieres Chambertin	78162	706851	750ml	0	0	179.6700	215.5400		NULL	NULL	0.0000	0.0000	0.20	2150.00	179.17	179.6700	179.1700	0.5000	0.00	12	12	TOUT	NULL	0	2
Felsina Fontalloro Igt Toscana	55468	452883	750ml	0	0	180.0000	215.9400		NULL	NULL	0.0000	0.0000	0.20	1080	180	141.5000	180.0000	0.0000	0.00	6	6	POLA	NULL	0	2
Clusel-Roch Cote Rotie Grandes-Places	116022	752097	1.5Ltr	0	0	180.0000	220.9400	5	NULL	NULL	0.0000	0.0000	0.23	1080.0000	180	180.0000	180.0000	0.0000	0.00	6	6	SKUR	NULL	0	2
Vinum Cellars Red Dirt Red	108517	744406	19.800Ltr	0	0	180.0000	215.9400		NULL	NULL	0.0000	0.0000	0.20	180.00	180	180.0000	180.0000	0.0000	0.00	1	1	MSCOTT	NULL	0	2
San Felice Campogiovanni Brunello Di Montalcino Il Quercione Riserva	112810	748741	1.5Ltr	0	0	180.0000	220.9400	5	NULL	NULL	0.0000	0.0000	0.23	180.00	180	180.0000	180.0000	0.0000	0.00	1	1	MSCOTT	NULL	0	2
Chateau Moulin St. Georges St. Emilion	57526	454954	1.5Ltr	0	0	181.3300	222.5400	5	NULL	NULL	0.0000	0.0000	0.23	1085.00	180.83	181.3300	180.8300	0.5000	0.00	6	6	TOUT	NULL	0	2
Mascarello Barolo Monprivato	114324	750336	1.5Ltr	0	0	183.1700	224.7400	5	NULL	NULL	0.0000	0.0000	0.23	1099	183.17	183.1700	183.1700	0.0000	0.00	6	6	POLA	NULL	0	2
Emidio Pepe Montepulciano D'abruzzo	85682	717137	1.5Ltr	0	0	183.1700	224.7400	5	NULL	NULL	0.0000	0.0000	0.23	1099	183.17	183.1700	183.1700	0.0000	0.00	6	6	POLA	NULL	0	2
Clos Des Papes Chateauneuf-Du-Pape	88163	720852	1.5Ltr	0	0	183.3300	224.9400	5	NULL	NULL	0.0000	0.0000	0.23	1100.0000	183.33	183.3300	183.3300	0.0000	0.00	6	6	SKUR	NULL	0	2
Terroir Al Limit Les Tosses	119759	755981	750ml	-2	-2	184.1300	220.9400		NULL	NULL	0.0000	0.0000	0.20	1100.00	183.33	184.1300	183.3300	0.8000	0.00	6	6	VERITY	0	0	2
Terroir Al Limit Les Manyes	120072	756300	750ml	0	0	184.1300	220.9400		NULL	NULL	0.0000	0.0000	0.20	1100.00	183.33	184.1300	183.3300	0.8000	0.00	6	6	VERITY	0	0	2
Roberto Voerzio Langhe Rosso Merlot	93292	728620	750ml	0	0	184.7300	221.6400		NULL	NULL	0.0000	0.0000	0.20	2400.86	184.07	184.7300	184.0700	0.6600	0.00	12	12	WINBOW	NULL	0	2
Il Palazzone Brunello Di Montalcino	63937	685048	1.5Ltr	0	0	185.5500	227.6400	5	NULL	NULL	0.0000	0.0000	0.23	185.00	185	185.5500	185.0000	0.5500	0.00	1	1	DOMS	NULL	0	2
Chateau Lynch Bages Pauillac	59557	458622	750ml	0	0	187.1700	224.5400		NULL	NULL	0.0000	0.0000	0.20	2240.00	186.67	102.0000	186.6700	0.5000	0.00	12	12	TOUT	NULL	0	2
Angelo Gaja Langhe Sperss	114661	750722	750ml	0	0	187.6200	224.9400		NULL	NULL	0.0000	0.0000	0.20	1104.71	184.12	187.6200	184.1200	3.5000	0.00	6	6	COLONY	NULL	0	2
Louis Roederer Champagne Cristal Brut	37766	434178	750ml	0	0	188.5000	225.9400		NULL	NULL	0.0000	0.0000	0.20	1110.00	185	188.5000	185.0000	3.5000	0.00	6	6	COLONY COLONY	NULL	0	2
Taittinger Champagne Comtes De Champagne Rose	77060	705528	750ml	0	0	190.2000	227.9400		NULL	NULL	0.0000	0.0000	0.20	1120.20	186.7	190.2000	186.7000	3.5000	0.00	6	6	COLONY	NULL	0	2
Pascal Marchand Chambertin Clos De Beze Grand Cru	112798	748729	750ml	0	0	190.2300	228.2400		NULL	NULL	0.0000	0.0000	0.20	1136.00	189.33	190.2300	189.3300	0.9000	0.00	6	6	MSCOTT	NULL	0	2
Domaine Michel Gros Vosne-Romanee 1er Cru Clos Des Reas	90591	724553	1.5Ltr	0	0	191.5700	234.8400	5	NULL	NULL	0.0000	0.0000	0.23	1144.00	190.67	191.5700	190.6700	0.9000	0.00	6	6	MSCOTT	NULL	0	2
Domaine Michel Gros Vosne-Romanee 1er Cru Clos Des Reas	113506	749522	1.5Ltr	0	0	191.5700	234.8400	5	NULL	NULL	0.0000	0.0000	0.23	1144.00	190.67	191.5700	190.6700	0.9000	0.00	6	6	MSCOTT	NULL	0	2
Krug Brut Champagne	104389	740146	750ml	0	0	194.4900	233.3400		NULL	NULL	0.0000	0.0000	0.20	1145.96	190.99	194.4900	190.9900	3.5000	0.00	6	6	COLONY EMNREG	NULL	0	2
Far Niente Cabernet Sauvignon	104731	740519	1.5Ltr	0	0	195.5000	239.5400	5	NULL	NULL	0.0000	0.0000	0.23	1152.00	192	195.5000	192.0000	3.5000	0.00	6	6	COLONY	NULL	0	2
Chateau Brillette Moulis	88488	721571	3Ltr	0	0	195.5000	234.5400		NULL	NULL	0.0000	0.0000	0.20	195.00	195	195.5000	195.0000	0.5000	0.00	1	1	TOUT	NULL	0	2
Fleury Pere & Fils Millesime Brut	117280	753425	1.5Ltr	0	0	195.5500	239.6400	5	NULL	NULL	0.0000	0.0000	0.23	195.00	195	195.5500	195.0000	0.5500	0.00	1	1	DOMS	NULL	0	2
Chateau Pape Clement Pessac Leognan	50057	447155	750ml	0	0	196.3300	235.5400		NULL	NULL	0.0000	0.0000	0.20	2350.00	195.83	196.3300	195.8300	0.5000	0.00	12	12	TOUT	NULL	0	2
Antinori Solaia	103436	739168	750ml	0	0	199.6700	239.5400		NULL	NULL	0.0000	0.0000	0.20	1195.00	199.17	199.6700	199.1700	0.5000	0.00	6	6	TOUT	NULL	0	2
Chateau Palmer Margaux	90967	724942	750ml	0	0	199.6700	239.5400		NULL	NULL	0.0000	0.0000	0.20	1195.00	199.17	199.6700	199.1700	0.5000	0.00	6	6	TOUT	NULL	0	2
Vinum Cellars Pinot Noir	108519	744408	19.800Ltr	0	0	200.0000	239.9400		NULL	NULL	0.0000	0.0000	0.20	200.00	200	200.0000	200.0000	0.0000	0.00	1	1	MSCOTT	NULL	0	2
San Felice Campogiovanni Brunello Di Montalcino Il Quercione Riserva	112811	748742	1.5Ltr	0	0	200.0000	244.9400	5	NULL	NULL	0.0000	0.0000	0.22	200.00	200	200.0000	200.0000	0.0000	0.00	1	1	MSCOTT	NULL	0	2
Chateau Pontet-Canet Pauillac	47206	444299	750ml	0	0	200.0800	239.9400		NULL	NULL	0.0000	0.0000	0.20	2395.00	199.58	102.0000	199.5800	0.5000	0.00	12	12	TOUT	NULL	0	2
E. Guigal Cote Rotie La Turque	97526	733369	750ml	0	0	200.5000	240.5400		NULL	NULL	0.0000	0.0000	0.20	1200.00	200	200.5000	200.0000	0.5000	0.00	6	6	TOUT	NULL	0	2
Louis Latour Chambertin Cuvee Heritiers Latour	95159	730657	750ml	0	0	200.5000	156.4400		NULL	NULL	0.0000	156.4400	-0.22	2400.00	200	200.5000	200.0000	0.5000	0.00	12	12	TOUT	NULL	0	2
Domaine Jean Grivot Clos De Vougeot	117062	753205	750ml	12	12	200.5100	199.9400		NULL	NULL	0.0000	199.9400	0.00	1203.0600	199.99	200.5100	199.9900	3.5000	0.00	6	6	COLONY EMNREG	NULL	0	2
Le Potazzine Brunello Di Montalcino Riserva	117637	753811	1.5Ltr	0	0	200.8000	245.9400	5	NULL	NULL	0.0000	0.0000	0.22	200.00	200	200.8000	200.0000	0.8000	0.00	1	1	VERITY	0	0	2
La Serena Brunello Di Montalcino Gemini Riserva	117679	753855	1.5Ltr	0	0	200.8000	245.9400	5	NULL	NULL	0.0000	0.0000	0.22	200.00	200	200.8000	200.0000	0.8000	0.00	1	1	VERITY	0	0	2
Roberto Voerzio Barolo La Serra	114400	750463	750ml	0	0	201.3500	241.5400		NULL	NULL	0.0000	0.0000	0.20	2800.30	200.69	201.3500	200.6900	0.6600	0.00	12	12	WINBOW	NULL	0	2
Bruno Giacosa Barbaresco Santo Stefano	80912	710083	750ml	0	0	201.3500	241.5400		NULL	NULL	0.0000	0.0000	0.20	2400.30	200.69	201.3500	200.6900	0.6600	0.00	12	12	WINBOW	NULL	0	2
Bruno Giacosa Barbaresco Asili	80911	710082	750ml	0	0	201.3500	241.5400		NULL	NULL	0.0000	0.0000	0.20	2400.30	200.69	201.3500	200.6900	0.6600	0.00	3	12	WINBOW	NULL	0	2
Bruno Giacosa Barolo Falletto	80910	710081	750ml	0	0	201.3500	241.5400		NULL	NULL	0.0000	0.0000	0.20	2400.30	200.69	201.3500	200.6900	0.6600	0.00	12	12	WINBOW WINBOW	NULL	0	2
Ceretto Barolo Bricco Rocche	106401	742224	750ml	0	0	201.3700	241.5400		NULL	NULL	0.0000	0.0000	0.20	1200.30	200.71	201.3700	200.7100	0.6600	0.00	6	6	WINBOW	NULL	0	2
Blackbird Vineyards Proprietary Red Wine Paramour	104210	739972	1.5Ltr	0	0	201.4700	246.7400	5	NULL	NULL	0.0000	0.0000	0.22	1200.86	200.81	201.4700	200.8100	0.6600	0.00	6	6	WINBOW	NULL	0	2
Blackbird Vineyards Illustration Proprietary Red Wine Napa	104209	739971	1.5Ltr	0	0	201.4700	246.7400	5	NULL	NULL	0.0000	0.0000	0.22	1200.86	200.81	201.4700	200.8100	0.6600	0.00	6	6	WINBOW	NULL	0	2
Tua Rita Redigaffi	80802	709984	750ml	0	0	201.4700	241.7400		NULL	NULL	0.0000	0.0000	0.20	1352.86	200.81	201.4700	200.8100	0.6600	0.00	6	6	WINBOW	NULL	0	2
Blackbird Vineyards Proprietary Red Wine Contrarian	104211	739973	1.5Ltr	0	0	201.4700	246.7400	5	NULL	NULL	0.0000	0.0000	0.22	1200.86	200.81	201.4700	200.8100	0.6600	0.00	6	6	WINBOW	NULL	0	2
Montes Taita	119724	755946	750ml	0	0	203.3300	243.9400		NULL	NULL	0.0000	0.0000	0.20	589.00	196.33	203.3300	196.3300	7.0000	0.00	3	3	COLONY	NULL	0	2
Taylor Fladgate Port Single Harvest Very Old 1964 Limited Edition	119160	755387	750ml	0	0	203.5000	294.9400		NULL	NULL	0.0000	294.9400	0.45	1200.00	200	203.5000	200.0000	3.5000	0.00	6	6	COLONY	NULL	0	2
Pavillon Rouge Margaux	94179	729470	750ml	0	0	204.2500	244.9400		NULL	NULL	0.0000	0.0000	0.20	2445.00	203.75	204.2500	203.7500	0.5000	0.00	12	12	TOUT	NULL	0	2
Chateau Ducru-Beaucaillou St. Julien	92914	728038	750ml	0	0	204.6700	245.5400		NULL	NULL	0.0000	0.0000	0.20	2450.00	204.17	204.6700	204.1700	0.5000	0.00	12	12	TOUT	NULL	0	2
Pian Dell'orino Brunello Di Montalcino Riserva	99343	735121	1.5Ltr	0	0	208.1700	254.7400	5	NULL	NULL	0.0000	0.0000	0.22	1249	208.17	208.1700	208.1700	0.0000	0.00	6	6	POLA	NULL	0	2
Alfred Gratien Cuvee Paradis Brut	104752	740540	1.5Ltr	0	0	208.5500	255.2400	5	NULL	NULL	0.0000	0.0000	0.22	208.00	208	208.5500	208.0000	0.5500	0.00	1	6	DOMS	NULL	0	2
Domaine Jean Chartron Chevalier-Montrachet Clos Chevalier	108640	744527	750ml	0	0	209.3500	250.9400		NULL	NULL	0.0000	0.0000	0.20	2496.30	208.69	209.3500	208.6900	0.6600	0.00	12	12	WINBOW	NULL	0	2
Domaine Dugat-Py Gevrey Chambertin 1er Cru Petite Chapelle	112846	748775	750ml	0	0	212.9000	255.4400		NULL	NULL	0.0000	0.0000	0.20	1272.00	212	212.9000	212.0000	0.9000	0.00	6	6	MSCOTT	NULL	0	2
Cockburn Vintage Porto	54792	452206	750ml	0	0	215.0800	257.9400		NULL	NULL	0.0000	0.0000	0.20	2575.00	214.58	215.0800	214.5800	0.5000	0.00	12	12	TOUT	NULL	0	2
Antinori Solaia	89624	723069	750ml	0	0	216.3300	259.5400		NULL	NULL	0.0000	0.0000	0.20	1295.00	215.83	216.3300	215.8300	0.5000	0.00	6	6	TOUT	NULL	0	2
Mascarello Barolo Monprivato	75869	704192	1.5Ltr	0	0	216.5000	264.7400	5	NULL	NULL	0.0000	0.0000	0.22	1299	216.5	216.5000	216.5000	0.0000	0.00	6	6	POLA	NULL	0	2
Roagna Barbaresco Paje Riserva	114334	750346	750ml	0	0	216.5000	259.7400		NULL	NULL	0.0000	0.0000	0.20	1299	216.5	216.5000	216.5000	0.0000	0.00	6	6	POLA	NULL	0	2
Chateau Grand Mayne St. Emilion	56686	454106	1.5Ltr	0	0	217.0000	265.3400	5	NULL	NULL	0.0000	0.0000	0.22	1299.00	216.5	217.0000	216.5000	0.5000	0.00	6	6	TOUT	NULL	0	2
Errazuriz Vinedo Chadwick	101124	736866	750ml	0	0	217.5700	260.9400		NULL	NULL	0.0000	0.0000	0.20	1300.00	216.67	217.5700	216.6700	0.9000	0.00	6	6	MSCOTT	NULL	0	2
Massolino Barolo Parafada	109976	745866	3Ltr	0	0	219.7400	263.6400		NULL	NULL	0.0000	0.0000	0.20	219.19	219.19	219.7400	219.1900	0.5500	0.00	1	1	DOMS	NULL	0	2
Vinum Cellars Petite Sirah Pets	108516	744405	19.800Ltr	0	0	220.0000	263.9400		NULL	NULL	0.0000	0.0000	0.20	220.00	220	220.0000	220.0000	0.0000	0.00	1	1	MSCOTT	NULL	0	2
Moutard Brut Rose	70300	694888	3Ltr	0	0	220.0000	263.9400		NULL	NULL	0.0000	0.0000	0.20	220	220	220.0000	220.0000	0.0000	0.00	1	1	POLA	NULL	0	2
Tommasi Amarone	116727	752875	3Ltr	0	0	220.5000	264.5400		NULL	NULL	0.0000	0.0000	0.20	220.00	220	220.5000	220.0000	0.5000	0.00	1	1	TOUT	NULL	0	2
Plumpjack Cabernet Sauvignon Reserve	1768	753576	750ml	3	3	220.8000	299.9400		NULL	NULL	0.0000	299.9400	0.36	0.0000	NULL	220.8000	NULL	NULL	0.00	0	NULL		NULL	0	1
Veuve Clicquot Ponsardin Champagne Brut La Grande Dame Rose	94679	729993	750ml	0	0	221.8300	265.9400		NULL	NULL	0.0000	0.0000	0.20	1309.98	218.33	221.8300	218.3300	3.5000	0.00	6	6	COLONY COLONY EMNREG EMNREG	NULL	0	2
Chateau Palmer Margaux	30059	425650	750ml	0	0	225.5000	270.5400		NULL	NULL	0.0000	0.0000	0.20	2700.00	225	81.0000	225.0000	0.5000	0.00	12	12	TOUT	NULL	0	2
Domaine De Chevalier Pessac Leognan	56674	454094	1.5Ltr	0	0	227.0000	277.3400	5	NULL	NULL	0.0000	0.0000	0.22	1359.00	226.5	227.0000	226.5000	0.5000	0.00	6	6	TOUT	NULL	0	2
Chateau Palmer Margaux	104778	740578	750ml	0	0	229.6700	275.5400		NULL	NULL	0.0000	0.0000	0.20	2750.00	229.17	229.6700	229.1700	0.5000	0.00	12	12	TOUT	NULL	0	2
E. Guigal Ex Voto Rouge	114156	750224	750ml	0	0	232.1700	278.5400		NULL	NULL	0.0000	0.0000	0.20	1390.00	231.67	232.1700	231.6700	0.5000	0.00	6	6	TOUT	NULL	0	2
Bonneau Du Martray Corton-Charlemagne	114559	750621	1.5Ltr	0	0	232.9000	284.4400	5	NULL	NULL	0.0000	0.0000	0.22	696.00	232	232.9000	232.0000	0.9000	0.00	3	3	MSCOTT	NULL	0	2
Luciano Sandrone Barolo Cannubi Boschis	115173	751240	1.5Ltr	0	0	232.9000	284.4400	5	NULL	NULL	0.0000	0.0000	0.22	696.00	232	232.9000	232.0000	0.9000	0.00	3	3	MSCOTT	NULL	0	2
Domaine Jean Grivot Echezeaux	117063	753206	750ml	6	6	233.3300	234.9400		NULL	NULL	0.0000	234.9400	0.01	1399.9800	233.33	233.3300	233.3300	3.5000	0.00	6	6	COLONY EMNREG	NULL	0	2
E. Guigal Ex Voto Rouge	68818	693044	750ml	0	0	233.8300	280.5400		NULL	NULL	0.0000	0.0000	0.20	1400.00	233.33	233.8300	233.3300	0.5000	0.00	6	6	TOUT	NULL	0	2
Luciano Sandrone Barolo Cannubi Boschis	112739	748670	1.5Ltr	0	0	234.2300	285.9400	5	NULL	NULL	0.0000	0.0000	0.22	700.00	233.33	234.2300	233.3300	0.9000	0.00	3	3	MSCOTT	NULL	0	2
Caymus Cabernet Sauvignon Special Select	112392	748308	1.5Ltr	0	0	234.9300	286.8400	5	NULL	NULL	0.0000	0.0000	0.22	1400.00	233.33	234.9300	233.3300	1.6000	0.00	6	6	LAUBER	NULL	0	2
Penfolds Cabernet Sauvignon Bin 169	108269	744150	750ml	0	0	236.8300	283.9400		NULL	NULL	0.0000	0.0000	0.20	1399.98	233.33	236.8300	233.3300	3.5000	0.00	6	6	COLONY	NULL	0	2
Domaine De Montille Beaune 1er Cru Les Aigrots	112987	748912	1.5Ltr	0	0	240.9000	293.9400	5	NULL	NULL	0.0000	0.0000	0.22	1440.00	240	240.9000	240.0000	0.9000	0.00	6	6	MSCOTT	NULL	0	2
Domaine De Montille Clos Vougeot Grand Cru	112985	748910	1.5Ltr	0	0	240.9000	293.9400	5	NULL	NULL	0.0000	0.0000	0.22	1440.00	240	240.9000	240.0000	0.9000	0.00	6	6	MSCOTT	NULL	0	2
Louis Latour Batard Montrachet	76949	705421	750ml	0	0	242.1700	290.5400		NULL	NULL	0.0000	0.0000	0.20	2900.00	241.67	242.1700	241.6700	0.5000	0.00	12	12	TOUT	NULL	0	2
Chateau De Puligny-Montrachet Chevalier Montrachet	112750	748681	750ml	0	0	245.2300	294.2400		NULL	NULL	0.0000	0.0000	0.20	2932.00	244.33	245.2300	244.3300	0.9000	0.00	12	12	MSCOTT	NULL	0	2
Chateau Cos D'estournel St. Estephe	47268	444361	750ml	0	0	246.0800	295.2400		NULL	NULL	0.0000	0.0000	0.20	2947.00	245.58	242.0000	245.5800	0.5000	0.00	12	12	TOUT	NULL	0	2
Moet & Chandon Champagne Cuvee Dom Perignon Rose	113657	749670	750ml	0	0	247.5000	296.9400		NULL	NULL	0.0000	0.0000	0.20	1464.00	244	247.5000	244.0000	3.5000	0.00	6	6	COLONY EMNREG	NULL	0	2
Chateau De Puligny-Montrachet Batard Montrachet	112746	748677	750ml	0	0	247.5700	296.9400		NULL	NULL	0.0000	0.0000	0.20	2960.00	246.67	247.5700	246.6700	0.9000	0.00	12	12	MSCOTT	NULL	0	2
