Wine	store_sku	catalogid	csize	pos_qty	web_qty	web_cost	cprice	surcharge	aipo	ppo	min_price	manual_price	web_markup	fcase_price	fbot_cost	pos_cost	xf_bot_cost	splitcase_charge	cost_diff	bot_per_case	xf_bot_per_case	Wholesaler	minimumquantity	hide	avail_code
Chateau Cos Labory St. Estephe	95102	730536	750ml	0	0	39.5800	47.4400		NULL	NULL	0.0000	0.0000	0.20	5225.00	435.42	39.5800	435.4200	0.5000	10.01	12	12	TOUT	NULL	0	2
Quinta Do Noval Porto Vintage	72015	696879	750ml	0	0	73.8300	88.5400		NULL	NULL	0.0000	0.0000	0.20	440.00	440	73.8300	73.3300	0.5000	4.97	1	6	TOUT	NULL	0	2
Chateau Guiraud Sauternes	90279	723936	375ml	0	0	25.4200	30.4400		NULL	NULL	0.0000	0.0000	0.20	649.00	54.08	25.4200	27.0400	0.5000	1.15	12	24	TOUT	NULL	0	2
Felsina Chianti Classico Rancia Riserva	55464	452879	1.5Ltr	0	0	116.5000	144.7400	5	NULL	NULL	0.0000	0.0000	0.24	699	233	73.3300	116.5000	0.0000	1.00	3	6	POLA	NULL	0	2
Chateau Jean-Pierre Gaussen Bandol	117453	753620	1.5Ltr	0	0	41.3300	54.5400	5	NULL	NULL	0.0000	0.0000	0.32	248.0000	82.67	41.3300	41.3300	0.0000	1.00	3	6	SKUR	NULL	0	2
Pol Roger Champagne Brut	95832	731290	15.0Ltr	0	0	1399.5000	1684.3400	5	NULL	NULL	0.0000	0.0000	0.20	$1,399.00	0	1399.5000	1399.0000	0.5000	1.00	1	1	WDMN	0	0	2
San Michele Rosso	83649	714065	750ml	0	0	23.3300	27.9400		NULL	27.6600000000000	0.0000	0.0000	0.20	280.00	46.67	23.3300	23.3300	0.0000	1.00	6	12	VS	6	0	2
Pol Roger Champagne Brut	95831	731289	12.0Ltr	0	0	999.5000	1199.3400		NULL	NULL	0.0000	0.0000	0.20	$999.00	0	999.5000	999.0000	0.5000	1.00	1	1	WDMN	0	0	2
Mas De Daumas Gassac Mas De Daumas Gassac Blanc	105064	740862	750ml	0	0	33.0000	39.5400		NULL	NULL	0.0000	0.0000	0.20	396	66	33.0000	33.0000	0.0000	1.00	6	12	POLA	NULL	0	2
Jacques Prieur Montrachet	95668	731133	1.5Ltr	0	0	800.5000	965.5400	5	NULL	NULL	0.0000	0.0000	0.21	$800.00	0	800.5000	800.0000	0.5000	1.00	3	3	WDMN	0	0	2
Lustau Almacenista Fino Puerto Gonzalez Obregon	88386	721299	500ml	0	0	13.3300	16.6400		NULL	NULL	0.0000	0.0000	0.25	160.0000	26.67	13.3300	13.3300	0.0000	1.00	6	12	SKUR	NULL	0	2
Jacques Prieur Chevalier-Montrachet	95662	731127	1.5Ltr	0	0	653.8300	789.5400	5	NULL	NULL	0.0000	0.0000	0.21	$653.33	0	653.8300	653.3300	0.5000	1.00	3	3	WDMN	0	0	2
Chateau D'yquem Sauternes	67394	691062	750ml	0	0	588.2000	705.7400		NULL	NULL	0.0000	0.0000	0.20	$587.70	0	588.2000	587.7000	0.5000	1.00	6	6	WDMN	0	0	2
Pol Roger Champagne Brut	95833	731291	6.0Ltr	0	0	444.5000	538.3400	5	NULL	NULL	0.0000	0.0000	0.21	$444.00	0	444.5000	444.0000	0.5000	1.00	1	1	WDMN	0	0	2
Pol Roger 00 W Churchill Champagne Cuvee Sir Winston Churchill, Brut	114779	750843	1.5Ltr	0	0	366.8300	444.9400	5	NULL	NULL	0.0000	0.0000	0.21	$366.33	0	366.8300	366.3300	0.5000	1.00	3	3	WDMN	0	0	2
Olivier Leflaive Montrachet	97114	732774	750ml	0	0	350.5000	420.5400		NULL	NULL	0.0000	0.0000	0.20	$350.00	0	350.5000	350.0000	0.5000	1.00	6	6	WDMN	0	0	2
Egon Muller Scharzhofberger Riesling Auslese	97403	733150	750ml	0	0	333.7500	400.4400		NULL	NULL	0.0000	0.0000	0.20	$333.25	0	333.7500	333.2500	0.5000	1.00	12	12	WDMN	0	0	2
Egon Muller Scharzhofberger Riesling Auslese	97402	733149	750ml	0	0	333.7500	400.4400		NULL	NULL	0.0000	0.0000	0.20	$333.25	0	333.7500	333.2500	0.5000	1.00	12	12	WDMN	0	0	2
Egon Muller Scharzhofberger Riesling Auslese	113236	749178	750ml	0	0	333.7500	400.4400		NULL	NULL	0.0000	0.0000	0.20	$333.25	0	333.7500	333.2500	0.5000	1.00	12	12	WDMN	0	0	2
Jacques Prieur Chevalier-Montrachet	76213	704524	750ml	0	0	323.5000	387.9400		NULL	NULL	0.0000	0.0000	0.20	$323.00	0	323.5000	323.0000	0.5000	1.00	6	6	WDMN	0	0	2
Olivier Leflaive Batard-Montrachet	113257	749199	750ml	0	0	297.5000	356.9400		NULL	NULL	0.0000	0.0000	0.20	$297.00	0	297.5000	297.0000	0.5000	1.00	6	6	WDMN	0	0	2
Egon Muller Scharzhofberger Riesling Auslese	97401	733148	750ml	0	0	242.1700	290.5400		NULL	NULL	0.0000	0.0000	0.20	$241.67	0	242.1700	241.6700	0.5000	1.00	12	12	WDMN	0	0	2
Paul Jaboulet Aine Hermitage La Chapelle	101932	737679	750ml	0	0	235.1700	281.9400		NULL	NULL	0.0000	0.0000	0.20	$234.67	0	235.1700	234.6700	0.5000	1.00	6	6	WDMN	0	0	2
Chateau Palmer Margaux	73603	701000	750ml	0	0	238.0000	285.5400		NULL	NULL	0.0000	0.0000	0.20	2850.00	475	238.0000	237.5000	0.5000	1.00	6	12	TOUT	NULL	0	2
Jacques Prieur Chambertin	101554	737281	750ml	0	0	217.1700	260.5400		NULL	NULL	0.0000	0.0000	0.20	$216.67	0	217.1700	216.6700	0.5000	1.00	6	6	WDMN	0	0	2
Chateau Palmer Margaux	73604	701001	750ml	0	0	221.3300	265.5400		NULL	NULL	0.0000	0.0000	0.20	2650.00	441.67	221.3300	220.8300	0.5000	1.00	6	12	TOUT	NULL	0	2
Paul Jaboulet Aine Hermitage La Chapelle	119874	756099	750ml	0	0	208.8300	250.5400		NULL	NULL	0.0000	0.0000	0.20	$208.33	0	208.8300	208.3300	0.5000	1.00	6	6	WDMN	0	0	2
Domaine Alain Burguet Chambertin Clos De Beze	95381	730860	750ml	0	0	192.0800	230.4400		NULL	NULL	0.0000	0.0000	0.20	$191.58	0	192.0800	191.5800	0.5000	1.00	12	12	WDMN	0	0	2
Jacques Prieur Clos Vougeot	115400	751467	750ml	0	0	187.8300	225.3400		NULL	NULL	0.0000	0.0000	0.20	$187.33	0	187.8300	187.3300	0.5000	1.00	6	6	WDMN	0	0	2
Lignier-Michelot Clos De La Roche Gc	118453	754633	750ml	0	0	186.8300	223.9400		NULL	NULL	0.0000	0.0000	0.20	$186.33	0	186.8300	186.3300	0.5000	1.00	6	6	WDMN	0	0	2
Pol Roger Champagne Cuvee Sir Winston Churchill, Brut	101593	737320	750ml	0	0	183.6700	220.3400		NULL	NULL	0.0000	0.0000	0.20	$183.17	0	183.6700	183.1700	0.5000	1.00	6	6	WDMN	0	0	2
Heitz Cabernet Sauvignon Martha's Vineyard	117577	753752	750ml	0	0	175.5000	210.5400		NULL	NULL	0.0000	0.0000	0.20	$175.00	0	175.5000	175.0000	0.5000	1.00	6	6	WDMN	0	0	2
Jacques Prieur Corton Bressandes	115401	751468	750ml	0	0	174.1700	208.9400		NULL	NULL	0.0000	0.0000	0.20	$173.67	0	174.1700	173.6700	0.5000	1.00	6	6	WDMN	0	0	2
Paul Jaboulet Aine Hermitage La Chapelle	76304	704657	1.5Ltr	0	0	170.5000	209.5400	5	NULL	NULL	0.0000	0.0000	0.23	$170.00	0	170.5000	170.0000	0.5000	1.00	6	6	WDMN	0	0	2
Churchill Porto Vintage	117576	753751	1.5Ltr	0	0	168.5000	206.9400	5	NULL	NULL	0.0000	0.0000	0.23	$168.00	0	168.5000	168.0000	0.5000	1.00	6	6	WDMN	0	0	2
Heitz Cabernet Sauvignon Martha's Vineyard	27910	424094	750ml	0	0	167.0800	200.4400		NULL	NULL	0.0000	0.0000	0.20	$166.58	0	167.0800	166.5800	0.5000	1.00	12	12	WDMN	0	0	2
Jacques Prieur Corton Bressandes	95664	731129	750ml	0	0	153.5000	183.9400		NULL	NULL	0.0000	0.0000	0.20	$153.00	0	153.5000	153.0000	0.5000	1.00	6	6	WDMN	0	0	2
Chateau Pape Clement Pessac Leognan	94688	730002	750ml	0	0	149.2500	178.9400		NULL	NULL	0.0000	0.0000	0.20	1785.00	297.5	149.2500	148.7500	0.5000	1.00	6	12	TOUT	NULL	0	2
Paul Jaboulet Aine Chateauneuf Du Pape Domaine De Terre Ferme	102472	738209	1.5Ltr	0	0	140.5000	173.5400	5	NULL	NULL	0.0000	0.0000	0.24	$140.00	0	140.5000	140.0000	0.5000	1.00	3	3	WDMN	0	0	2
Nino Negri Valtellina Sfursat 5 Stelle	117585	753760	1.5Ltr	0	0	140.5000	173.5400	5	NULL	NULL	0.0000	0.0000	0.24	$140.00	0	140.5000	140.0000	0.5000	1.00	1	1	WDMN	0	0	2
Jacques Prieur Clos Vougeot	101555	737282	750ml	0	0	137.5000	164.9400		NULL	NULL	0.0000	0.0000	0.20	$137.00	0	137.5000	137.0000	0.5000	1.00	6	6	WDMN	0	0	2
Churchill Porto Vintage	33400	429807	1.5Ltr	0	0	133.5000	164.9400	5	NULL	NULL	0.0000	0.0000	0.24	$133.00	0	133.5000	133.0000	0.5000	1.00	6	6	WDMN	0	0	2
Hugel Et Fils Gewurztraminer Selection De Grains Nobles	101550	737277	750ml	0	0	127.8300	153.3400		NULL	NULL	0.0000	0.0000	0.20	$127.33	0	127.8300	127.3300	0.5000	1.00	6	6	WDMN	0	0	2
Heitz Cabernet Sauvignon Martha's Vineyard	95552	731017	750ml	0	0	125.5000	150.5400		NULL	NULL	0.0000	0.0000	0.20	$125.00	0	125.5000	125.0000	0.5000	1.00	6	6	WDMN	0	0	2
Heitz Cabernet Sauvignon Martha's Vineyard	69190	693409	750ml	0	0	125.4200	150.4400		NULL	NULL	0.0000	0.0000	0.20	$124.92	0	113.8300	124.9200	0.5000	1.00	12	12	WDMN	0	0	2
Domaine Francois Lamarche Clos De Vougeot Grand Cru	111159	747085	750ml	0	0	124.5000	149.3400		NULL	NULL	0.0000	0.0000	0.20	$124.00	0	124.5000	124.0000	0.5000	1.00	6	6	WDMN	0	0	2
Faiveley Clos De Vougeot	105477	741305	750ml	0	0	118.8300	142.5400		NULL	NULL	0.0000	0.0000	0.20	$118.33	0	118.8300	118.3300	0.5000	1.00	6	6	WDMN	0	0	2
Olivier Leflaive Corton-Charlemagne	113259	749201	750ml	0	0	118.1700	141.7400		NULL	NULL	0.0000	0.0000	0.20	$117.67	0	118.1700	117.6700	0.5000	1.00	6	6	WDMN	0	0	2
Olivier Leflaive Corton-Charlemagne	97111	732771	750ml	0	0	116.5000	139.7400		NULL	NULL	0.0000	0.0000	0.20	$116.00	0	116.5000	116.0000	0.5000	1.00	6	6	WDMN	0	0	2
Chateau D'yquem Sauternes	67710	691458	375ml	0	0	123.4200	147.9400		NULL	NULL	0.0000	0.0000	0.20	2950.00	245.83	113.0000	122.9200	0.5000	1.00	12	24	TOUT	NULL	0	2
Chateau Pichon Lalande Pauillac	118412	754592	750ml	0	0	116.2500	139.4400		NULL	NULL	0.0000	0.0000	0.20	$115.75	0	116.2500	115.7500	0.5000	1.00	12	12	WDMN	0	0	2
Jacques Prieur Puligny-Montrachet 1er Cru Les Combettes	115405	751472	750ml	0	0	115.5000	138.5400		NULL	NULL	0.0000	0.0000	0.20	$115.00	0	115.5000	115.0000	0.5000	1.00	6	6	WDMN	0	0	2
Chateau Pichon Baron Pauillac	118413	754593	750ml	0	0	113.8300	136.5400		NULL	NULL	0.0000	0.0000	0.20	$113.33	0	113.8300	113.3300	0.5000	1.00	12	12	WDMN	0	0	2
Jacques Prieur Corton Bressandes	95658	731123	750ml	0	0	110.5000	132.5400		NULL	NULL	0.0000	0.0000	0.20	$110.00	0	110.5000	110.0000	0.5000	1.00	6	6	WDMN	0	0	2
Jacques Prieur Gevrey Chambertin 1er Cru	115402	751469	750ml	0	0	110.5000	132.5400		NULL	NULL	0.0000	0.0000	0.20	$110.00	0	110.5000	110.0000	0.5000	1.00	6	6	WDMN	0	0	2
Hugel Et Fils Gewurztraminer Selection De Grains Nobles	95591	731056	750ml	0	0	108.4200	129.9400		NULL	NULL	0.0000	0.0000	0.20	$107.92	0	108.4200	107.9200	0.5000	1.00	12	12	WDMN	0	0	2
Domaine Parent Pommard Les Rugiens	116763	752905	750ml	0	0	106.5000	127.7400		NULL	NULL	0.0000	0.0000	0.20	$106.00	0	106.5000	106.0000	0.5000	1.00	6	6	WDMN	0	0	2
Domaine Alain Burguet Vosne Romanee Du Dessus	95394	730873	750ml	0	0	106.0000	126.9400		NULL	NULL	0.0000	0.0000	0.20	$105.50	0	106.0000	105.5000	0.5000	1.00	12	12	WDMN	0	0	2
Wittmann Albalonga Tba	97290	733037	375ml	0	0	105.5000	126.5400		NULL	NULL	0.0000	0.0000	0.20	$105.00	0	105.5000	105.0000	0.5000	1.00	6	6	WDMN	0	0	2
Bodegas Beronia Rioja Gran Reserva	97721	733450	750ml	0	0	105.5000	126.5400		NULL	NULL	0.0000	0.0000	0.20	$105.00	0	105.5000	105.0000	0.5000	1.00	6	6	WDMN	0	0	2
Domaine Alain Burguet Vosne Romanee Du Dessus	116743	752885	750ml	0	0	104.0000	124.7400		NULL	NULL	0.0000	0.0000	0.20	$103.50	0	104.0000	103.5000	0.5000	1.00	12	12	WDMN	0	0	2
Domaine Humbert Freres Gevrey-Chambertin 1er Cru Petite Chapele	118430	754610	750ml	0	0	103.1700	123.7400		NULL	NULL	0.0000	0.0000	0.20	$102.67	0	103.1700	102.6700	0.5000	1.00	12	12	WDMN	0	0	2
Jacques Prieur Volnay 1er Cru Champans	116007	752079	750ml	0	0	103.1700	123.7400		NULL	NULL	0.0000	0.0000	0.20	$102.67	0	103.1700	102.6700	0.5000	1.00	6	6	WDMN	0	0	2
Anderson's Conn Valley Ds Right Bank	95376	730855	1.5Ltr	0	0	100.3300	125.3400	5	NULL	NULL	0.0000	0.0000	0.25	$99.83	0	100.3300	99.8300	0.5000	1.00	6	6	WDMN	0	0	2
Arzuaga Gran Reserva	110203	746105	750ml	0	0	100.3300	120.3400		NULL	NULL	0.0000	0.0000	0.20	$99.83	0	100.3300	99.8300	0.5000	1.00	6	6	WDMN	0	0	2
Paul Jaboulet Aine Hermitage La Petite Chapelle	116009	752081	750ml	0	0	97.1700	116.5400		NULL	NULL	0.0000	0.0000	0.20	$96.67	0	97.1700	96.6700	0.5000	0.99	6	6	WDMN	0	0	2
Chateau De La Maltroye Chassagne-Montrachet 1er Cru Dent De Chien	66386	689310	750ml	0	0	96.8300	115.9400		NULL	NULL	0.0000	0.0000	0.20	$96.33	0	96.8300	96.3300	0.5000	0.99	12	12	WDMN	0	0	2
Dominique Gallois Charmes-Chambertin	95398	730877	750ml	0	0	95.7500	114.8400		NULL	NULL	0.0000	0.0000	0.20	$95.25	0	95.7500	95.2500	0.5000	0.99	12	12	WDMN	0	0	2
Chappellet Vineyard Cabernet Sauvignon Pritchard Hill Estate	102750	728318	750ml	0	0	95.5000	114.5400		NULL	NULL	0.0000	0.0000	0.20	$95.00	0	95.5000	95.0000	0.5000	0.99	6	6	WDMN	0	0	2
Jacques Prieur Volnay 1er Cru Santenots	115406	751473	750ml	0	0	93.8300	112.5400		NULL	NULL	0.0000	0.0000	0.20	$93.33	0	93.8300	93.3300	0.5000	0.99	6	6	WDMN	0	0	2
Domaine Alain Burguet Gevrey-Chambertin 1er Cru Champeaux	116741	752883	750ml	0	0	89.0000	106.7400		NULL	NULL	0.0000	0.0000	0.20	$88.50	0	89.0000	88.5000	0.5000	0.99	12	12	WDMN	0	0	2
Domaine Alain Burguet Vosne Romanee Du Dessus	95383	730862	750ml	0	0	88.8300	106.5400		NULL	NULL	0.0000	0.0000	0.20	$88.33	0	88.8300	88.3300	0.5000	0.99	12	12	WDMN	0	0	2
Jacques Prieur Volnay 1er Clos Des Santent	95669	731134	750ml	0	0	87.5000	104.9400		NULL	NULL	0.0000	0.0000	0.20	$87.00	0	87.5000	87.0000	0.5000	0.99	6	6	WDMN	0	0	2
Paul Jaboulet Aine Cornas Domaine De Saint Pierre	101926	737673	750ml	0	0	87.1700	104.5400		NULL	NULL	0.0000	0.0000	0.20	$86.67	0	87.1700	86.6700	0.5000	0.99	6	6	WDMN	0	0	2
Paul Jaboulet Aine Cornas Domaine De Saint Pierre	95609	731074	750ml	0	0	87.1700	104.5400		NULL	NULL	0.0000	0.0000	0.20	$86.67	0	87.1700	86.6700	0.5000	0.99	6	6	WDMN	0	0	2
Chappellet Vineyard Cabernet Sauvignon Signature	116739	752881	1.5Ltr	0	0	87.1700	109.5400	5	NULL	NULL	0.0000	0.0000	0.26	$86.67	0	87.1700	86.6700	0.5000	0.99	6	6	WDMN	0	0	2
Faiveley Meursault Charmes 1er	99671	735430	750ml	0	0	86.5000	103.7400		NULL	NULL	0.0000	0.0000	0.20	$86.00	0	86.5000	86.0000	0.5000	0.99	6	6	WDMN	0	0	2
Jacques Prieur Meursault 1er Santenot	115403	751470	750ml	0	0	86.5000	103.7400		NULL	NULL	0.0000	0.0000	0.20	$86.00	0	86.5000	86.0000	0.5000	0.99	6	6	WDMN	0	0	2
Chateau Haut Bailly Pessac Leognan	118406	754586	750ml	0	0	86.4200	103.6400		NULL	NULL	0.0000	0.0000	0.20	$85.92	0	86.4200	85.9200	0.5000	0.99	12	12	WDMN	0	0	2
Domaine Parent Pommard Les Epenots	116756	752898	750ml	0	0	85.8300	102.9400		NULL	NULL	0.0000	0.0000	0.20	$85.33	0	85.8300	85.3300	0.5000	0.99	6	6	WDMN	0	0	2
Pol Roger Champagne Brut Rose	95827	731285	750ml	0	0	83.7500	100.4400		NULL	NULL	0.0000	0.0000	0.20	$83.25	0	83.7500	83.2500	0.5000	0.99	12	12	WDMN	0	0	2
Merry Edwards Pinot Noir Sonoma Coast	119880	756105	1.5Ltr	0	0	83.6700	105.3400	5	NULL	NULL	0.0000	0.0000	0.26	$83.17	0	83.6700	83.1700	0.5000	0.99	6	6	WDMN	0	0	2
Churchill Porto Vintage	31663	427368	1.5Ltr	0	0	83.6700	105.3400	5	NULL	NULL	0.0000	0.0000	0.26	$83.17	0	83.6700	83.1700	0.5000	0.99	6	6	WDMN	0	0	2
Vinoce Mt Veeder Red	113988	750023	750ml	0	0	83.6700	100.3400		NULL	NULL	0.0000	0.0000	0.20	$83.17	0	83.6700	83.1700	0.5000	0.99	6	6	WDMN	0	0	2
Olivier Leflaive Pommard Epenots	113264	749206	750ml	0	0	82.5000	98.9400		NULL	NULL	0.0000	0.0000	0.20	$82.00	0	82.5000	82.0000	0.5000	0.99	12	12	WDMN	0	0	2
Elderton Shiraz Command Barossa	113877	749893	750ml	0	0	80.5000	96.5400		NULL	NULL	0.0000	0.0000	0.20	$80.00	0	80.5000	80.0000	0.5000	0.99	6	6	WDMN	0	0	2
Domaine Humbert Freres Gevrey-Chambertin 1er Cru Poissenot	115752	751818	750ml	0	0	80.5000	96.5400		NULL	NULL	0.0000	0.0000	0.20	$80.00	0	80.5000	80.0000	0.5000	0.99	12	12	WDMN	0	0	2
Jacques Prieur Meursault 1er Santenot	100420	736206	750ml	0	0	80.5000	96.5400		NULL	NULL	0.0000	0.0000	0.20	$80.00	0	80.5000	80.0000	0.5000	0.99	6	6	WDMN	0	0	2
Domaine Pierre Damoy Chapelle-Chambertin	67398	691065	750ml	0	0	80.5000	96.5400		NULL	NULL	0.0000	0.0000	0.20	$80.00	0	80.5000	80.0000	0.5000	0.99	12	12	WDMN	0	0	2
Paul Jaboulet Aine Cornas Domaine De Saint Pierre	38043	434455	750ml	0	0	80.5000	96.5400		NULL	NULL	0.0000	0.0000	0.20	$80.00	0	80.5000	80.0000	0.5000	0.99	6	6	WDMN	0	0	2
Churchill Porto Vintage	66473	689483	750ml	0	0	80.5000	96.5400		NULL	NULL	0.0000	0.0000	0.20	$80.00	0	80.5000	80.0000	0.5000	0.99	6	6	WDMN	0	0	2
Wittmann Riesling Trocken Gros Gewaches Morstein	101547	737274	750ml	0	0	80.5000	96.5400		NULL	NULL	0.0000	0.0000	0.20	$80.00	0	80.5000	80.0000	0.5000	0.99	12	12	WDMN	0	0	2
Domaine Parent Pommard Les Chaponnieres	116755	752897	750ml	0	0	78.5000	93.9400		NULL	NULL	0.0000	0.0000	0.20	$78.00	0	78.5000	78.0000	0.5000	0.99	6	6	WDMN	0	0	2
Domaine Alain Burguet Vosne Romanee	116744	752886	750ml	0	0	76.6700	91.9400		NULL	NULL	0.0000	0.0000	0.20	$76.17	0	76.6700	76.1700	0.5000	0.99	12	12	WDMN	0	0	2
Faiveley Pommard Les Rugiens 1er	99674	735433	750ml	0	0	76.5000	91.7400		NULL	NULL	0.0000	0.0000	0.20	$76.00	0	76.5000	76.0000	0.5000	0.99	6	6	WDMN	0	0	2
Le Chiuse Brunello Di Montalcino Riserva	107427	743274	750ml	0	0	76.5000	91.7400		NULL	NULL	0.0000	0.0000	0.20	$76.00	0	76.5000	76.0000	0.5000	0.99	6	6	WDMN	0	0	2
Chateau Pichon Baron Pauillac	107408	743255	375ml	-3	-3	76.5000	91.7400		NULL	NULL	0.0000	0.0000	0.20	$76.00	0	76.5000	76.0000	0.5000	0.99	12	12	WDMN	0	0	2
Domaine Parent Pommard Les Argillieres	116760	752902	750ml	0	0	75.5000	90.5400		NULL	NULL	0.0000	0.0000	0.20	$75.00	0	75.5000	75.0000	0.5000	0.99	6	6	WDMN	0	0	2
Domaine Parent Pommard Les Chanlins	116754	752896	750ml	0	0	75.5000	90.5400		NULL	NULL	0.0000	0.0000	0.20	$75.00	0	75.5000	75.0000	0.5000	0.99	6	6	WDMN	0	0	2
Domaine Parent Pommard Les Chanlins	116761	752903	750ml	0	0	75.5000	90.5400		NULL	NULL	0.0000	0.0000	0.20	$75.00	0	75.5000	75.0000	0.5000	0.99	6	6	WDMN	0	0	2
Chateau De La Maltroye Chassagne-Montrachet 1er Cru La Romanee	41469	437897	750ml	0	0	75.4200	90.4400		NULL	NULL	0.0000	0.0000	0.20	$74.92	0	75.4200	74.9200	0.5000	0.99	12	12	WDMN	0	0	2
Pol Roger Champagne Brut	113904	749920	750ml	0	0	75.4200	90.4400		NULL	NULL	0.0000	0.0000	0.20	$74.92	0	75.4200	74.9200	0.5000	0.99	12	12	WDMN	0	0	2
Jacques Prieur Gevrey Chambertin 1er Cru	95666	731131	750ml	0	0	74.5000	89.3400		NULL	NULL	0.0000	0.0000	0.20	$74.00	0	74.5000	74.0000	0.5000	0.99	6	6	WDMN	0	0	2
Domaine Christian Moreau Pere Et Fils Chablis Grand Cru Les Clos Clos Des Hospices Dans	96043	731482	750ml	0	0	74.5000	89.3400		NULL	NULL	0.0000	0.0000	0.20	$74.00	0	74.5000	74.0000	0.5000	0.99	6	6	WDMN	0	0	2
Elderton Shiraz Command Barossa	101918	737666	750ml	0	0	73.6700	88.3400		NULL	NULL	0.0000	0.0000	0.20	$73.17	0	73.6700	73.1700	0.5000	0.99	6	6	WDMN	0	0	2
Paul Jaboulet Aine Hermitage Blanc Chevalier De Sterimberg	119875	756100	750ml	0	0	73.6700	88.3400		NULL	NULL	0.0000	0.0000	0.20	$73.17	0	73.6700	73.1700	0.5000	0.99	6	6	WDMN	0	0	2
Wittmann Riesling Trocken Gros Gewaches Morstein	101549	737276	750ml	0	0	73.6700	88.3400		NULL	NULL	0.0000	0.0000	0.20	$73.17	0	73.6700	73.1700	0.5000	0.99	12	12	WDMN	0	0	2
Nino Negri Valtellina Superiore Fracia	119884	756109	1.5Ltr	0	0	72.5000	91.9400	5	NULL	NULL	0.0000	0.0000	0.27	$72.00	0	72.5000	72.0000	0.5000	0.99	1	1	WDMN	0	0	2
Paul Jaboulet Aine Hermitage Blanc Chevalier De Sterimberg	101934	737681	750ml	0	0	72.2800	86.6400		NULL	NULL	0.0000	0.0000	0.20	$71.78	0	72.2800	71.7800	0.5000	0.99	6	6	WDMN	0	0	2
Domaine Alain Burguet Chambolle-Musigny Echezeaux	116792	752934	750ml	0	0	71.8300	85.9400		NULL	NULL	0.0000	0.0000	0.20	$71.33	0	71.8300	71.3300	0.5000	0.99	12	12	WDMN	0	0	2
Chateau Petit Villages Pomerol	103341	739075	750ml	0	0	71.5000	85.7400		NULL	NULL	0.0000	0.0000	0.20	$71.50	0	71.5000	71.5000	0.5000	0.99	12	6	WDMN	0	0	2
Chateau Petit Villages Pomerol	103341	739075	750ml	0	0	71.5000	85.7400		NULL	NULL	0.0000	0.0000	0.20	$71.00	0	71.5000	71.0000	0.5000	0.99	12	12	WDMN	0	0	2
Faiveley Nuits Saint Georges Chaignots 1er	98277	734018	750ml	0	0	71.5000	85.7400		NULL	NULL	0.0000	0.0000	0.20	$71.00	0	71.5000	71.0000	0.5000	0.99	6	6	WDMN	0	0	2
Faiveley Gevrey-Chambertin Clos D'issarts 1er	97205	732898	750ml	0	0	71.5000	85.7400		NULL	NULL	0.0000	0.0000	0.20	$71.00	0	71.5000	71.0000	0.5000	0.99	6	6	WDMN	0	0	2
Olivier Leflaive Meursault Boucheres	113261	749203	750ml	0	0	70.8300	84.9400		NULL	NULL	0.0000	0.0000	0.20	$70.33	0	70.8300	70.3300	0.5000	0.99	12	12	WDMN	0	0	2
Chateau De La Maltroye Chassagne-Montrachet 1er Cru Morgeot Vigne Blanche	108478	744365	750ml	0	0	70.5000	84.5400		NULL	NULL	0.0000	0.0000	0.20	$70.00	0	70.5000	70.0000	0.5000	0.99	12	12	WDMN	0	0	2
Merry Edwards Sauvignon Blanc	117338	753487	1.5Ltr	0	0	70.5000	89.5400	5	NULL	NULL	0.0000	0.0000	0.27	$70.00	0	70.5000	70.0000	0.5000	0.99	6	6	WDMN	0	0	2
Anderson's Conn Valley Eloge	98480	734267	750ml	0	0	70.5000	84.5400		NULL	NULL	0.0000	0.0000	0.20	$70.00	0	70.5000	70.0000	0.5000	0.99	6	6	WDMN	0	0	2
Chateau Giscours Margaux	107410	743257	750ml	0	0	70.0800	83.9400		NULL	NULL	0.0000	0.0000	0.20	$70.25	0	70.0800	70.2500	0.5000	0.99	12	12	WDMN	0	0	2
Chateau Giscours Margaux	107410	743257	750ml	0	0	70.0800	83.9400		NULL	NULL	0.0000	0.0000	0.20	$70.67	0	70.0800	70.6700	0.5000	0.99	12	6	WDMN	0	0	2
Olivier Leflaive Meursault 1er Cru Charmes	113260	749202	750ml	0	0	69.5000	83.3400		NULL	NULL	0.0000	0.0000	0.20	$69.00	0	69.5000	69.0000	0.5000	0.99	12	12	WDMN	0	0	2
Olivier Leflaive Meursault 1er Cru Charmes	97112	732772	750ml	0	0	69.5000	83.3400		NULL	NULL	0.0000	0.0000	0.20	$69.00	0	69.5000	69.0000	0.5000	0.99	12	12	WDMN	0	0	2
Anderson's Conn Valley Eloge	114764	750828	750ml	0	0	68.5000	81.9400		NULL	NULL	0.0000	0.0000	0.20	$68.00	0	68.5000	68.0000	0.5000	0.99	6	6	WDMN	0	0	2
Jacques Prieur Beaune 1er Greves Blanc	115397	751464	750ml	0	0	68.5000	81.9400		NULL	NULL	0.0000	0.0000	0.20	$68.00	0	68.5000	68.0000	0.5000	0.99	6	6	WDMN	0	0	2
Chateau De La Maltroye Chassagne-Montrachet 1er Cru Clos Du Maltroye Blanc	97372	733119	750ml	0	0	67.0800	80.4400		NULL	NULL	0.0000	0.0000	0.20	$66.58	0	67.0800	66.5800	0.5000	0.99	12	12	WDMN	0	0	2
